System-Time,NVPMODEL-POWER_MODE,CPU0-STATE,CPU0-CURR_FREQ,CPU0-CURR_LOAD,CPU1-STATE,CPU1-CURR_FREQ,CPU1-CURR_LOAD,CPU2-STATE,CPU2-CURR_FREQ,CPU2-CURR_LOAD,CPU3-STATE,CPU3-CURR_FREQ,CPU3-CURR_LOAD,CPU4-STATE,CPU4-CURR_FREQ,CPU4-CURR_LOAD,CPU5-STATE,CPU5-CURR_FREQ,CPU5-CURR_LOAD,IGPU0-CURR_FREQ,IGPU0-CURR_LOAD,EMC-CURR_FREQ,EMC-CURR_LOAD,MEM-USED_SIZE,MEM-TOTAL_SIZE,MEM-CURR_LOAD,SWAP-USED_SIZE,SWAP-TOTAL_SIZE,SWAP-CURR_LOAD,dla0-STATE,dla0-CURR_FREQ,dla1-STATE,dla1-CURR_FREQ,pva-STATE,pva-CURR_FREQ,nvdec-STATE,nvdec-CURR_FREQ,nvenc-STATE,nvenc-CURR_FREQ,nvjpg0-STATE,nvjpg0-CURR_FREQ,nvjpg1-STATE,nvjpg1-CURR_FREQ,se-STATE,se-CURR_FREQ,ape-STATE,ape-CURR_FREQ,CPU-therm-CURR_TEMP,CPU-therm-SW_THROTTLING_TEMP,CPU-therm-SW_SHUTDOWN_TEMP,CV0-therm-CURR_TEMP,CV0-therm-SW_THROTTLING_TEMP,CV0-therm-SW_SHUTDOWN_TEMP,CV1-therm-CURR_TEMP,CV1-therm-SW_THROTTLING_TEMP,CV1-therm-SW_SHUTDOWN_TEMP,CV2-therm-CURR_TEMP,CV2-therm-SW_THROTTLING_TEMP,CV2-therm-SW_SHUTDOWN_TEMP,GPU-therm-CURR_TEMP,GPU-therm-SW_THROTTLING_TEMP,GPU-therm-SW_SHUTDOWN_TEMP,SOC0-therm-CURR_TEMP,SOC0-therm-SW_THROTTLING_TEMP,SOC0-therm-SW_SHUTDOWN_TEMP,SOC1-therm-CURR_TEMP,SOC1-therm-SW_THROTTLING_TEMP,SOC1-therm-SW_SHUTDOWN_TEMP,SOC2-therm-CURR_TEMP,SOC2-therm-SW_THROTTLING_TEMP,SOC2-therm-SW_SHUTDOWN_TEMP,tj-therm-CURR_TEMP,tj-therm-SW_THROTTLING_TEMP,tj-therm-SW_SHUTDOWN_TEMP,VDD_IN-WARN_CURRENT,VDD_IN-CRIT_CURRENT,VDD_IN-IN_VOLTAGE,VDD_IN-IN_CURRENT,VDD_IN-IN_POWER,VDD_IN-AVG_POWER,VDD_CPU_GPU_CV-WARN_CURRENT,VDD_CPU_GPU_CV-CRIT_CURRENT,VDD_CPU_GPU_CV-IN_VOLTAGE,VDD_CPU_GPU_CV-IN_CURRENT,VDD_CPU_GPU_CV-IN_POWER,VDD_CPU_GPU_CV-AVG_POWER,VDD_SOC-WARN_CURRENT,VDD_SOC-CRIT_CURRENT,VDD_SOC-IN_VOLTAGE,VDD_SOC-IN_CURRENT,VDD_SOC-IN_POWER,VDD_SOC-AVG_POWER,fan1-FAN_PROFILE,fan1-FAN_GOVERNOR,fan1-FAN_CONTROL,fan1-CURR_PWM,fan1-RPM_MEASURED,DISK-USED_SIZE,DISK-TOTAL_SIZE
23:23:05,15W,True,1510.4,33,True,1510.4,27,True,1510.4,19,True,1510.4,24,True,729.6,16,True,729.6,15,624.75,94,2133.0,27,6269,7451,84,3014,3725,81,False,-,False,-,False,-,False,-,False,-,False,-,False,-,True,307.2,True,200.0,46.9,99.0,104.5,-256000,99.0,104.5,-256000,99.0,104.5,-256000,99.0,104.5,48.2,99.0,104.5,45.3,99.0,104.5,46.0,99.0,104.5,47.5,99.0,104.5,48.2,-,-,2992,3992,4984,1920,9569,3620,32760,32760,4968,800,3974,669,32760,32760,4976,432,2149,1107,quiet,cont,close_loop,59,1192,133062,249180
23:23:06,15W,True,1510.4,26,True,1510.4,19,True,1510.4,21,True,1510.4,13,True,729.6,10,True,729.6,33,624.75,98,2133.0,30,6267,7451,84,3014,3725,81,False,-,False,-,False,-,False,-,False,-,False,-,False,-,True,307.2,True,200.0,47.3,99.0,104.5,-256000,99.0,104.5,-256000,99.0,104.5,-256000,99.0,104.5,48.0,99.0,104.5,45.4,99.0,104.5,46.3,99.0,104.5,47.7,99.0,104.5,48.0,-,-,2992,3992,4984,1888,9409,3620,32760,32760,4968,776,3855,669,32760,32760,4976,424,2109,1107,quiet,cont,close_loop,59,1192,133062,249180
23:23:07,15W,True,1510.4,15,True,1510.4,13,True,1510.4,9,True,1510.4,12,True,806.4,45,True,806.4,16,624.75,83,2133.0,33,6268,7451,84,3014,3725,81,False,-,False,-,False,-,False,-,False,-,False,-,False,-,True,307.2,True,200.0,47.3,99.0,104.5,-256000,99.0,104.5,-256000,99.0,104.5,-256000,99.0,104.5,48.0,99.0,104.5,45.7,99.0,104.5,46.3,99.0,104.5,47.8,99.0,104.5,48.0,-,-,2992,3992,4976,1952,9713,3620,32760,32760,4968,824,4093,669,32760,32760,4976,440,2189,1107,quiet,cont,close_loop,59,1193,133062,249180
23:23:08,15W,True,1510.4,19,True,1510.4,16,True,1510.4,13,True,1510.4,7,True,729.6,18,True,729.6,22,624.75,88,2133.0,33,6268,7451,84,3014,3725,81,False,-,False,-,False,-,False,-,False,-,False,-,False,-,True,307.2,True,200.0,47.3,99.0,104.5,-256000,99.0,104.5,-256000,99.0,104.5,-256000,99.0,104.5,48.2,99.0,104.5,45.7,99.0,104.5,46.4,99.0,104.5,47.9,99.0,104.5,48.2,-,-,2992,3992,4984,1840,9170,3620,32760,32760,4968,744,3696,669,32760,32760,4984,424,2113,1107,quiet,cont,close_loop,59,1192,133062,249180
23:23:09,15W,True,1510.4,22,True,1510.4,33,True,1510.4,12,True,1510.4,30,True,729.6,5,True,729.6,7,624.75,98,2133.0,33,6267,7451,84,3014,3725,81,False,-,False,-,False,-,False,-,False,-,False,-,False,-,True,307.2,True,200.0,47.3,99.0,104.5,-256000,99.0,104.5,-256000,99.0,104.5,-256000,99.0,104.5,48.3,99.0,104.5,45.8,99.0,104.5,46.4,99.0,104.5,47.9,99.0,104.5,48.3,-,-,2992,3992,4984,1896,9449,3621,32760,32760,4968,776,3855,669,32760,32760,4976,432,2149,1107,quiet,cont,close_loop,66,1348,133062,249180
23:23:10,15W,True,1510.4,18,True,1497.6,10,True,1497.6,22,True,1497.6,23,True,729.6,10,True,729.6,4,624.75,98,2133.0,33,6267,7451,84,3014,3725,81,False,-,False,-,False,-,False,-,False,-,False,-,False,-,True,307.2,True,200.0,47.3,99.0,104.5,-256000,99.0,104.5,-256000,99.0,104.5,-256000,99.0,104.5,48.5,99.0,104.5,45.8,99.0,104.5,46.4,99.0,104.5,47.9,99.0,104.5,48.5,-,-,2992,3992,4984,1864,9290,3621,32760,32760,4968,760,3775,669,32760,32760,4984,432,2153,1107,quiet,cont,close_loop,66,1371,133062,249180
23:23:11,15W,True,1510.4,20,True,1510.4,25,True,1510.4,16,True,1510.4,23,True,729.6,7,True,729.6,4,624.75,98,2133.0,33,6267,7451,84,3014,3725,81,False,-,False,-,False,-,False,-,False,-,False,-,False,-,True,307.2,True,200.0,47.4,99.0,104.5,-256000,99.0,104.5,-256000,99.0,104.5,-256000,99.0,104.5,48.5,99.0,104.5,45.7,99.0,104.5,46.4,99.0,104.5,48.1,99.0,104.5,48.2,-,-,2992,3992,4984,1856,9250,3621,32760,32760,4968,744,3696,669,32760,32760,4984,432,2153,1107,quiet,cont,close_loop,66,1372,133062,249180
23:23:12,15W,True,1497.6,21,True,1497.6,19,True,1497.6,21,True,1497.6,17,True,1510.4,5,True,1510.4,3,624.75,90,2133.0,33,6267,7451,84,3014,3725,81,False,-,False,-,False,-,False,-,False,-,False,-,False,-,True,307.2,True,200.0,47.8,99.0,104.5,-256000,99.0,104.5,-256000,99.0,104.5,-256000,99.0,104.5,48.3,99.0,104.5,45.8,99.0,104.5,46.4,99.0,104.5,48.0,99.0,104.5,48.6,-,-,2992,3992,4984,1840,9170,3621,32760,32760,4968,736,3656,669,32760,32760,4984,424,2113,1107,quiet,cont,close_loop,66,1372,133062,249180
23:23:13,15W,True,1510.4,20,True,1510.4,14,True,729.6,19,True,729.6,22,True,729.6,3,True,729.6,2,624.75,99,2133.0,33,6268,7451,84,3014,3725,81,False,-,False,-,False,-,False,-,False,-,False,-,False,-,True,307.2,True,200.0,47.6,99.0,104.5,-256000,99.0,104.5,-256000,99.0,104.5,-256000,99.0,104.5,48.8,99.0,104.5,45.8,99.0,104.5,46.8,99.0,104.5,48.3,99.0,104.5,48.4,-,-,2992,3992,4984,1840,9170,3621,32760,32760,4976,736,3662,669,32760,32760,4984,432,2153,1107,quiet,cont,close_loop,66,1373,133062,249180
23:23:14,15W,True,1510.4,24,True,1510.4,18,True,1510.4,15,True,1510.4,18,True,729.6,7,True,729.6,4,624.75,98,2133.0,33,6269,7451,84,3014,3725,81,False,-,False,-,False,-,False,-,False,-,False,-,False,-,True,307.2,True,200.0,47.9,99.0,104.5,-256000,99.0,104.5,-256000,99.0,104.5,-256000,99.0,104.5,48.6,99.0,104.5,45.9,99.0,104.5,46.7,99.0,104.5,48.3,99.0,104.5,48.6,-,-,2992,3992,4984,1848,9210,3621,32760,32760,4968,744,3696,669,32760,32760,4984,432,2153,1107,quiet,cont,close_loop,66,1372,133062,249180
