System-Time,NVPMODEL-POWER_MODE,CPU0-STATE,CPU0-CURR_FREQ,CPU0-CURR_LOAD,CPU1-STATE,CPU1-CURR_FREQ,CPU1-CURR_LOAD,CPU2-STATE,CPU2-CURR_FREQ,CPU2-CURR_LOAD,CPU3-STATE,CPU3-CURR_FREQ,CPU3-CURR_LOAD,CPU4-STATE,CPU4-CURR_FREQ,CPU4-CURR_LOAD,CPU5-STATE,CPU5-CURR_FREQ,CPU5-CURR_LOAD,IGPU0-CURR_FREQ,IGPU0-CURR_LOAD,EMC-CURR_FREQ,EMC-CURR_LOAD,MEM-USED_SIZE,MEM-TOTAL_SIZE,MEM-CURR_LOAD,SWAP-USED_SIZE,SWAP-TOTAL_SIZE,SWAP-CURR_LOAD,dla0-STATE,dla0-CURR_FREQ,dla1-STATE,dla1-CURR_FREQ,pva-STATE,pva-CURR_FREQ,nvdec-STATE,nvdec-CURR_FREQ,nvenc-STATE,nvenc-CURR_FREQ,nvjpg0-STATE,nvjpg0-CURR_FREQ,nvjpg1-STATE,nvjpg1-CURR_FREQ,se-STATE,se-CURR_FREQ,ape-STATE,ape-CURR_FREQ,CPU-therm-CURR_TEMP,CPU-therm-SW_THROTTLING_TEMP,CPU-therm-SW_SHUTDOWN_TEMP,CV0-therm-CURR_TEMP,CV0-therm-SW_THROTTLING_TEMP,CV0-therm-SW_SHUTDOWN_TEMP,CV1-therm-CURR_TEMP,CV1-therm-SW_THROTTLING_TEMP,CV1-therm-SW_SHUTDOWN_TEMP,CV2-therm-CURR_TEMP,CV2-therm-SW_THROTTLING_TEMP,CV2-therm-SW_SHUTDOWN_TEMP,GPU-therm-CURR_TEMP,GPU-therm-SW_THROTTLING_TEMP,GPU-therm-SW_SHUTDOWN_TEMP,SOC0-therm-CURR_TEMP,SOC0-therm-SW_THROTTLING_TEMP,SOC0-therm-SW_SHUTDOWN_TEMP,SOC1-therm-CURR_TEMP,SOC1-therm-SW_THROTTLING_TEMP,SOC1-therm-SW_SHUTDOWN_TEMP,SOC2-therm-CURR_TEMP,SOC2-therm-SW_THROTTLING_TEMP,SOC2-therm-SW_SHUTDOWN_TEMP,tj-therm-CURR_TEMP,tj-therm-SW_THROTTLING_TEMP,tj-therm-SW_SHUTDOWN_TEMP,VDD_IN-WARN_CURRENT,VDD_IN-CRIT_CURRENT,VDD_IN-IN_VOLTAGE,VDD_IN-IN_CURRENT,VDD_IN-IN_POWER,VDD_IN-AVG_POWER,VDD_CPU_GPU_CV-WARN_CURRENT,VDD_CPU_GPU_CV-CRIT_CURRENT,VDD_CPU_GPU_CV-IN_VOLTAGE,VDD_CPU_GPU_CV-IN_CURRENT,VDD_CPU_GPU_CV-IN_POWER,VDD_CPU_GPU_CV-AVG_POWER,VDD_SOC-WARN_CURRENT,VDD_SOC-CRIT_CURRENT,VDD_SOC-IN_VOLTAGE,VDD_SOC-IN_CURRENT,VDD_SOC-IN_POWER,VDD_SOC-AVG_POWER,fan1-FAN_PROFILE,fan1-FAN_GOVERNOR,fan1-FAN_CONTROL,fan1-CURR_PWM,fan1-RPM_MEASURED,DISK-USED_SIZE,DISK-TOTAL_SIZE
16:03:20,15W,True,1510.4,36,True,1510.4,33,True,1510.4,51,True,1510.4,48,True,1510.4,47,True,1510.4,14,624.75,99,2133.0,16,5607,7451,75,1,3725,0,False,-,False,-,False,-,False,-,False,-,False,-,False,-,True,307.2,False,-,46.1,99.0,104.5,-256000,99.0,104.5,-256000,99.0,104.5,-256000,99.0,104.5,46.6,99.0,104.5,44.2,99.0,104.5,45.0,99.0,104.5,46.5,99.0,104.5,46.7,-,-,3000,4000,4984,1776,8851,5384,32760,32760,4976,752,3741,1521,32760,32760,4984,392,1953,1411,quiet,cont,close_loop,57,1164,133032,249180
16:03:21,15W,True,1510.4,40,True,1510.4,25,True,1510.4,43,True,1510.4,36,True,1510.4,53,True,1510.4,7,624.75,98,2133.0,25,5607,7451,75,1,3725,0,False,-,False,-,False,-,False,-,False,-,False,-,False,-,True,307.2,False,-,46.1,99.0,104.5,-256000,99.0,104.5,-256000,99.0,104.5,-256000,99.0,104.5,46.9,99.0,104.5,44.3,99.0,104.5,45.1,99.0,104.5,46.6,99.0,104.5,46.9,-,-,3000,4000,4984,1912,9529,5392,32760,32760,4968,840,4173,1526,32760,32760,4976,416,2070,1412,quiet,cont,close_loop,57,1164,133032,249180
16:03:22,15W,True,1510.4,25,True,960.0,40,True,960.0,34,True,960.0,30,True,729.6,22,True,729.6,8,624.75,99,2133.0,28,5607,7451,75,1,3725,0,False,-,False,-,False,-,False,-,False,-,False,-,False,-,True,307.2,False,-,46.1,99.0,104.5,-256000,99.0,104.5,-256000,99.0,104.5,-256000,99.0,104.5,46.9,99.0,104.5,44.4,99.0,104.5,45.1,99.0,104.5,46.8,99.0,104.5,46.9,-,-,3000,4000,4976,1928,9593,5400,32760,32760,4968,832,4133,1531,32760,32760,4976,424,2109,1413,quiet,cont,close_loop,57,1163,133032,249180
16:03:23,15W,True,1510.4,19,True,1190.4,20,True,1190.4,21,True,1190.4,20,True,729.6,31,True,729.6,4,624.75,65,2133.0,30,5607,7451,75,1,3725,0,False,-,False,-,False,-,False,-,False,-,False,-,False,-,True,307.2,False,-,46.2,99.0,104.5,-256000,99.0,104.5,-256000,99.0,104.5,-256000,99.0,104.5,47.2,99.0,104.5,44.5,99.0,104.5,45.2,99.0,104.5,46.9,99.0,104.5,47.2,-,-,3000,4000,4984,1896,9409,5407,32760,32760,4968,808,4014,1535,32760,32760,4984,416,2073,1414,quiet,cont,close_loop,57,1162,133032,249180
16:03:24,15W,True,1510.4,21,True,1510.4,30,True,1510.4,16,True,1510.4,48,True,806.4,24,True,806.4,6,624.75,70,2133.0,30,5608,7451,75,1,3725,0,False,-,False,-,False,-,False,-,False,-,False,-,False,-,True,307.2,False,-,46.6,99.0,104.5,-256000,99.0,104.5,-256000,99.0,104.5,-256000,99.0,104.5,47.1,99.0,104.5,44.5,99.0,104.5,45.5,99.0,104.5,46.8,99.0,104.5,47.1,-,-,3000,4000,4984,1880,9369,5415,32760,32760,4968,808,4014,1540,32760,32760,4984,416,2073,1416,quiet,cont,close_loop,57,1162,133032,249180
16:03:25,15W,True,1510.4,13,True,1510.4,33,True,1510.4,16,True,1510.4,12,True,729.6,30,True,729.6,2,624.75,99,2133.0,32,5607,7451,75,1,3725,0,False,-,False,-,False,-,False,-,False,-,False,-,False,-,True,307.2,False,-,46.3,99.0,104.5,-256000,99.0,104.5,-256000,99.0,104.5,-256000,99.0,104.5,47.3,99.0,104.5,44.8,99.0,104.5,45.5,99.0,104.5,47.0,99.0,104.5,47.4,-,-,3000,4000,4984,1880,9369,5422,32760,32760,4968,776,3855,1544,32760,32760,4984,424,2113,1417,quiet,cont,close_loop,57,1162,133032,249180
16:03:26,15W,True,1510.4,10,True,1510.4,27,True,1510.4,25,True,1510.4,17,True,729.6,12,True,729.6,4,624.75,99,2133.0,32,5610,7451,75,1,3725,0,False,-,False,-,False,-,False,-,False,-,False,-,False,-,True,307.2,False,-,46.4,99.0,104.5,-256000,99.0,104.5,-256000,99.0,104.5,-256000,99.0,104.5,47.7,99.0,104.5,44.8,99.0,104.5,45.5,99.0,104.5,47.1,99.0,104.5,47.3,-,-,3000,4000,4984,1888,9409,5429,32760,32760,4968,784,3894,1549,32760,32760,4984,432,2153,1418,quiet,cont,close_loop,57,1162,133032,249180
16:03:27,15W,True,1510.4,11,True,1510.4,10,True,1510.4,24,True,1510.4,14,True,806.4,30,True,806.4,4,624.75,99,2133.0,32,5610,7451,75,1,3725,0,False,-,False,-,False,-,False,-,False,-,False,-,False,-,True,307.2,False,-,46.5,99.0,104.5,-256000,99.0,104.5,-256000,99.0,104.5,-256000,99.0,104.5,47.4,99.0,104.5,44.9,99.0,104.5,45.6,99.0,104.5,47.1,99.0,104.5,47.4,-,-,3000,4000,4984,1864,9290,5437,32760,32760,4968,768,3815,1553,32760,32760,4984,424,2113,1420,quiet,cont,close_loop,57,1162,133032,249180
16:03:28,15W,True,1510.4,9,True,1510.4,8,True,1510.4,39,True,1510.4,5,True,729.6,33,True,729.6,1,624.75,71,2133.0,32,5610,7451,75,1,3725,0,False,-,False,-,False,-,False,-,False,-,False,-,False,-,True,307.2,False,-,46.5,99.0,104.5,-256000,99.0,104.5,-256000,99.0,104.5,-256000,99.0,104.5,47.2,99.0,104.5,44.9,99.0,104.5,45.6,99.0,104.5,47.1,99.0,104.5,47.4,-,-,3000,4000,4984,1864,9290,5444,32760,32760,4968,768,3815,1557,32760,32760,4984,424,2113,1421,quiet,cont,close_loop,57,1161,133032,249180
16:03:29,15W,True,1510.4,10,True,1510.4,3,True,1510.4,11,True,1510.4,34,True,729.6,30,True,729.6,4,624.75,99,2133.0,33,5610,7451,75,1,3725,0,False,-,False,-,False,-,False,-,False,-,False,-,False,-,True,307.2,False,-,46.9,99.0,104.5,-256000,99.0,104.5,-256000,99.0,104.5,-256000,99.0,104.5,47.8,99.0,104.5,44.9,99.0,104.5,45.7,99.0,104.5,47.3,99.0,104.5,47.8,-,-,3000,4000,4984,1896,9449,5451,32760,32760,4968,792,3934,1562,32760,32760,4984,424,2113,1422,quiet,cont,close_loop,57,1161,133032,249180
