System-Time,NVPMODEL-POWER_MODE,CPU0-STATE,CPU0-CURR_FREQ,CPU0-CURR_LOAD,CPU1-STATE,CPU1-CURR_FREQ,CPU1-CURR_LOAD,CPU2-STATE,CPU2-CURR_FREQ,CPU2-CURR_LOAD,CPU3-STATE,CPU3-CURR_FREQ,CPU3-CURR_LOAD,CPU4-STATE,CPU4-CURR_FREQ,CPU4-CURR_LOAD,CPU5-STATE,CPU5-CURR_FREQ,CPU5-CURR_LOAD,IGPU0-CURR_FREQ,IGPU0-CURR_LOAD,EMC-CURR_FREQ,EMC-CURR_LOAD,MEM-USED_SIZE,MEM-TOTAL_SIZE,MEM-CURR_LOAD,SWAP-USED_SIZE,SWAP-TOTAL_SIZE,SWAP-CURR_LOAD,dla0-STATE,dla0-CURR_FREQ,dla1-STATE,dla1-CURR_FREQ,pva-STATE,pva-CURR_FREQ,nvdec-STATE,nvdec-CURR_FREQ,nvenc-STATE,nvenc-CURR_FREQ,nvjpg0-STATE,nvjpg0-CURR_FREQ,nvjpg1-STATE,nvjpg1-CURR_FREQ,se-STATE,se-CURR_FREQ,ape-STATE,ape-CURR_FREQ,CPU-therm-CURR_TEMP,CPU-therm-SW_THROTTLING_TEMP,CPU-therm-SW_SHUTDOWN_TEMP,CV0-therm-CURR_TEMP,CV0-therm-SW_THROTTLING_TEMP,CV0-therm-SW_SHUTDOWN_TEMP,CV1-therm-CURR_TEMP,CV1-therm-SW_THROTTLING_TEMP,CV1-therm-SW_SHUTDOWN_TEMP,CV2-therm-CURR_TEMP,CV2-therm-SW_THROTTLING_TEMP,CV2-therm-SW_SHUTDOWN_TEMP,GPU-therm-CURR_TEMP,GPU-therm-SW_THROTTLING_TEMP,GPU-therm-SW_SHUTDOWN_TEMP,SOC0-therm-CURR_TEMP,SOC0-therm-SW_THROTTLING_TEMP,SOC0-therm-SW_SHUTDOWN_TEMP,SOC1-therm-CURR_TEMP,SOC1-therm-SW_THROTTLING_TEMP,SOC1-therm-SW_SHUTDOWN_TEMP,SOC2-therm-CURR_TEMP,SOC2-therm-SW_THROTTLING_TEMP,SOC2-therm-SW_SHUTDOWN_TEMP,tj-therm-CURR_TEMP,tj-therm-SW_THROTTLING_TEMP,tj-therm-SW_SHUTDOWN_TEMP,VDD_IN-WARN_CURRENT,VDD_IN-CRIT_CURRENT,VDD_IN-IN_VOLTAGE,VDD_IN-IN_CURRENT,VDD_IN-IN_POWER,VDD_IN-AVG_POWER,VDD_CPU_GPU_CV-WARN_CURRENT,VDD_CPU_GPU_CV-CRIT_CURRENT,VDD_CPU_GPU_CV-IN_VOLTAGE,VDD_CPU_GPU_CV-IN_CURRENT,VDD_CPU_GPU_CV-IN_POWER,VDD_CPU_GPU_CV-AVG_POWER,VDD_SOC-WARN_CURRENT,VDD_SOC-CRIT_CURRENT,VDD_SOC-IN_VOLTAGE,VDD_SOC-IN_CURRENT,VDD_SOC-IN_POWER,VDD_SOC-AVG_POWER,fan1-FAN_PROFILE,fan1-FAN_GOVERNOR,fan1-FAN_CONTROL,fan1-CURR_PWM,fan1-RPM_MEASURED,DISK-USED_SIZE,DISK-TOTAL_SIZE
16:15:22,15W,True,1510.4,19,True,1510.4,7,True,1510.4,13,True,1510.4,12,True,1510.4,1,True,1510.4,3,624.75,99,2133.0,37,4002,7451,54,713,3725,19,False,-,False,-,False,-,False,-,False,-,False,-,False,-,True,307.2,False,-,47.4,99.0,104.5,-256000,99.0,104.5,-256000,99.0,104.5,-256000,99.0,104.5,48.7,99.0,104.5,45.8,99.0,104.5,46.6,99.0,104.5,47.9,99.0,104.5,48.7,-,-,3000,4000,4976,2128,10588,6101,32760,32760,4960,896,4483,1953,32760,32760,4968,480,2384,1530,quiet,cont,close_loop,58,1182,133033,249180
16:15:23,15W,True,1510.4,32,True,1510.4,23,True,1510.4,8,True,1510.4,16,True,1510.4,17,True,1510.4,20,624.75,99,2133.0,40,4003,7451,54,713,3725,19,False,-,False,-,False,-,False,-,False,-,False,-,False,-,True,307.2,False,-,47.5,99.0,104.5,-256000,99.0,104.5,-256000,99.0,104.5,-256000,99.0,104.5,48.8,99.0,104.5,45.8,99.0,104.5,46.6,99.0,104.5,48.1,99.0,104.5,48.8,-,-,3000,4000,4968,2176,10810,6105,32760,32760,4960,960,4761,1955,32760,32760,4968,472,2344,1531,quiet,cont,close_loop,65,1356,133033,249180
16:15:24,15W,True,1510.4,13,True,1510.4,10,True,1510.4,9,True,1510.4,14,True,729.6,4,True,729.6,3,624.75,99,2133.0,42,4003,7451,54,713,3725,19,False,-,False,-,False,-,False,-,False,-,False,-,False,-,True,307.2,False,-,47.4,99.0,104.5,-256000,99.0,104.5,-256000,99.0,104.5,-256000,99.0,104.5,49.0,99.0,104.5,46.0,99.0,104.5,46.6,99.0,104.5,48.1,99.0,104.5,49.0,-,-,3000,4000,4976,2080,10350,6109,32760,32760,4960,864,4285,1957,32760,32760,4976,472,2348,1532,quiet,cont,close_loop,65,1365,133033,249180
16:15:25,15W,True,1510.4,11,True,1510.4,8,True,1510.4,21,True,729.6,8,True,729.6,3,True,729.6,6,624.75,99,2133.0,43,4003,7451,54,713,3725,19,False,-,False,-,False,-,False,-,False,-,False,-,False,-,True,307.2,False,-,47.9,99.0,104.5,-256000,99.0,104.5,-256000,99.0,104.5,-256000,99.0,104.5,48.7,99.0,104.5,46.0,99.0,104.5,46.7,99.0,104.5,48.2,99.0,104.5,48.7,-,-,3000,4000,4976,2072,10310,6112,32760,32760,4960,856,4245,1959,32760,32760,4976,472,2348,1532,quiet,cont,close_loop,65,1365,133033,249180
16:15:26,15W,True,1510.4,11,True,1510.4,6,True,1510.4,13,True,1510.4,7,True,729.6,0,True,729.6,2,624.75,99,2133.0,44,4003,7451,54,713,3725,19,False,-,False,-,False,-,False,-,False,-,False,-,False,-,True,307.2,False,-,48.0,99.0,104.5,-256000,99.0,104.5,-256000,99.0,104.5,-256000,99.0,104.5,49.0,99.0,104.5,46.0,99.0,104.5,46.9,99.0,104.5,48.4,99.0,104.5,49.3,-,-,3000,4000,4976,2096,10429,6115,32760,32760,4960,856,4245,1961,32760,32760,4968,480,2384,1533,quiet,cont,close_loop,65,1366,133033,249180
16:15:27,15W,True,1510.4,11,True,1510.4,9,True,1510.4,12,True,1510.4,5,True,729.6,0,True,729.6,1,624.75,99,2133.0,43,4003,7451,54,713,3725,19,False,-,False,-,False,-,False,-,False,-,False,-,False,-,True,307.2,False,-,47.8,99.0,104.5,-256000,99.0,104.5,-256000,99.0,104.5,-256000,99.0,104.5,49.3,99.0,104.5,46.1,99.0,104.5,47.0,99.0,104.5,48.5,99.0,104.5,48.8,-,-,3000,4000,4976,2024,10071,6119,32760,32760,4968,824,4093,1962,32760,32760,4976,464,2308,1534,quiet,cont,close_loop,65,1366,133033,249180
16:15:28,15W,True,1510.4,6,True,1510.4,7,True,1510.4,7,True,1510.4,13,True,729.6,1,True,729.6,4,624.75,99,2133.0,44,4003,7451,54,713,3725,19,False,-,False,-,False,-,False,-,False,-,False,-,False,-,True,307.2,False,-,47.8,99.0,104.5,-256000,99.0,104.5,-256000,99.0,104.5,-256000,99.0,104.5,49.2,99.0,104.5,46.3,99.0,104.5,47.0,99.0,104.5,48.5,99.0,104.5,49.2,-,-,3000,4000,4976,2072,10310,6122,32760,32760,4960,848,4206,1964,32760,32760,4976,480,2388,1534,quiet,cont,close_loop,65,1365,133033,249180
16:15:29,15W,True,1510.4,19,True,1510.4,7,True,1510.4,10,True,1510.4,13,True,729.6,2,True,729.6,3,624.75,99,2133.0,44,4003,7451,54,713,3725,19,False,-,False,-,False,-,False,-,False,-,False,-,False,-,True,307.2,False,-,47.8,99.0,104.5,-256000,99.0,104.5,-256000,99.0,104.5,-256000,99.0,104.5,49.1,99.0,104.5,46.4,99.0,104.5,47.0,99.0,104.5,48.6,99.0,104.5,49.1,-,-,3000,4000,4976,2064,10270,6125,32760,32760,4960,848,4206,1966,32760,32760,4976,472,2348,1535,quiet,cont,close_loop,65,1365,133033,249180
16:15:30,15W,True,1510.4,4,True,1510.4,6,True,1510.4,7,True,1510.4,11,True,729.6,1,True,729.6,1,624.75,99,2133.0,44,4003,7451,54,713,3725,19,False,-,False,-,False,-,False,-,False,-,False,-,False,-,True,307.2,False,-,48.0,99.0,104.5,-256000,99.0,104.5,-256000,99.0,104.5,-256000,99.0,104.5,49.2,99.0,104.5,46.5,99.0,104.5,47.1,99.0,104.5,48.5,99.0,104.5,49.2,-,-,3000,4000,4976,2056,10230,6128,32760,32760,4960,840,4166,1968,32760,32760,4976,472,2348,1536,quiet,cont,close_loop,65,1366,133033,249180
16:15:31,15W,True,1510.4,9,True,1510.4,9,True,1510.4,8,True,1497.6,4,True,729.6,1,True,729.6,1,624.75,99,2133.0,44,4003,7451,54,713,3725,19,False,-,False,-,False,-,False,-,False,-,False,-,False,-,True,307.2,False,-,48.2,99.0,104.5,-256000,99.0,104.5,-256000,99.0,104.5,-256000,99.0,104.5,49.3,99.0,104.5,46.4,99.0,104.5,47.0,99.0,104.5,48.6,99.0,104.5,49.3,-,-,3000,4000,4976,2072,10310,6132,32760,32760,4960,848,4206,1969,32760,32760,4976,480,2388,1536,quiet,cont,close_loop,65,1365,133033,249180
